__CreatedOn,__ModifiedOn,__Owner,__Status,accessible_event,calendar_date,calendar_date_group,calendar_id,calendar_time_of_day,cost_notes,event_category,event_dates,event_description,event_email,event_enddate,event_expirydate,event_features,event_image,event_locations,event_name,event_price,event_price_adult,event_price_child,event_price_high,event_price_low,event_price_pwyc,event_price_senior,event_price_student,event_price_youth,event_startdate,event_status,event_sub_category,event_telephone,event_telephone_ext,event_theme,event_website,facebook_url,featured_event,free_event,id,instagram_url,other_event_category,other_event_sub_category,partnerships,reservations_required,short_description,short_name,submission_id,ticket_email,ticket_telephone,ticket_telephone_ext,ticket_website,twitter_url
2025-09-16T09:48:17.699-04:00,2025-09-16T09:48:17.7-04:00,c3api_config,,Yes,2025-10-05T12:00:00-04:00,2025-10-05,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,Please visit website for package discounts and other deals.,,,"Step into the glow, we're back for the sixth year! 

This year, guests can explore the magic like never before with a brand-new layout that lets you move freely between the immersive light show and Pumpkinville at your own pace. Wander through the illuminated maze of over 1.5 million LED and RGB lights, then pop into a vibrant fall fair featuring all new glowing photo ops, installations, midway rides, carnival games, and over 15,000 pumpkins. With new scenes, dazzling photo moments, and an entirely transformed setup, this is not just a walk, it's an adventure!

",info@nightsoflights.ca,2025-11-01T12:00:00-04:00,2025-11-01T23:00:00-04:00,,,,Nights of Lights and Pumpkinville,NA,21.99,16.99,NA,NA,NA,NA,NA,21.99,2025-09-27T17:00:00-04:00,Approved,,NA,NA,,www.nightsoflights.ca,www.facebook.com/nightsoflightsto,No,No,a25ba670-7a2c-4856-b26b-350ed1825502,nightsoflightsto,NA,NA,,Yes,"Step into the glow, we're back for the sixth year! 

This year, guests can explore the magic like never before with a br",Nights of Lights and Pumpkinville,a6255c6e-9576-49ea-967f-436c6fb04cfc,NA,NA,NA,https://www.nightsoflights.ca/buy-tickets.html,NA
2025-09-16T09:49:00.443-04:00,2025-09-16T09:49:00.443-04:00,c3api_config,,Yes,2025-10-12T12:00:00-04:00,2025-10-12,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,Please visit website for package discounts and other deals.,,,"Step into the glow, we're back for the sixth year! 

This year, guests can explore the magic like never before with a brand-new layout that lets you move freely between the immersive light show and Pumpkinville at your own pace. Wander through the illuminated maze of over 1.5 million LED and RGB lights, then pop into a vibrant fall fair featuring all new glowing photo ops, installations, midway rides, carnival games, and over 15,000 pumpkins. With new scenes, dazzling photo moments, and an entirely transformed setup, this is not just a walk, it's an adventure!

",info@nightsoflights.ca,2025-11-01T12:00:00-04:00,2025-11-01T23:00:00-04:00,,,,Nights of Lights and Pumpkinville,NA,21.99,16.99,NA,NA,NA,NA,NA,21.99,2025-09-27T17:00:00-04:00,Approved,,NA,NA,,www.nightsoflights.ca,www.facebook.com/nightsoflightsto,No,No,c0eb5415-1841-4690-a584-2ae3fcdbd2e7,nightsoflightsto,NA,NA,,Yes,"Step into the glow, we're back for the sixth year! 

This year, guests can explore the magic like never before with a br",Nights of Lights and Pumpkinville,a6255c6e-9576-49ea-967f-436c6fb04cfc,NA,NA,NA,https://www.nightsoflights.ca/buy-tickets.html,NA
2025-09-16T15:47:02.861-04:00,2025-09-16T15:47:02.861-04:00,c3api_config,,Yes,2025-10-05T15:00:00-04:00,2025-10-05,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"Prepare to be mesmerized by the electrifying talent of violinist Nikki Chooi!

Renowned for his exceptional skill and passionate performances, enjoy this musical journey that showcases the power and beauty of the violin. 

With a program filled with masterworks from Ondřej Kukal, Pablo de Sarasate, Johann Sebastian Bach and Samuel Coleridge Taylor. Chooi’s commanding presence and flawless technique promise to deliver an unforgettable evening. Don’t miss this chance to witness one of today’s most dynamic and celebrated violinists in action. It's a concert you won't want to miss!",NA,2025-10-05T15:00:00-04:00,2025-10-05T15:00:00-04:00,,,,A Virtuosic Afternoon with Nikki Chooi,NA,NA,NA,50.00,30.00,NA,NA,NA,NA,2025-10-05T15:00:00-04:00,Approved,,NA,NA,,https://amiciensemble.com/a-virtuosic-afternoon-with-nikki-chooi-2025/,NA,No,No,26bd797d-5683-45c1-a27a-07fce76adcb9,NA,NA,NA,,Yes,"Prepare to be mesmerized by the electrifying talent of violinist Nikki Chooi!

Renowned for his exceptional skill and pa",A Virtuosic Afternoon with Nikki Chooi,9111ff1d-f0b4-4d70-bb4f-4f18c1e105a2,NA,NA,NA,https://www.rcmusic.com/tickets/seats/405401,NA
2025-09-16T15:56:06.082-04:00,2025-09-16T15:56:06.082-04:00,c3api_config,,Yes,2025-10-05T19:30:00-04:00,2025-10-05,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Night Event,NA,,,"Forget awkward dating apps and overpriced dinners, this show is the ultimate antidote to the dating blues. We're back with the ultimate interactive experience.

This fully improvised romantic comedy takes the quirks, crushes, and turn-ons of real audience members and spins them into a one-of-a-kind love story. You’ll hook up, break up, live the single life, and fall in love all over again without ever leaving your seat.

Directed by Paul Bates (The Second City, Dan For Mayor), this show boasts an all-star lineup of Toronto’s funniest comedians, including Christy Bruce (Schitt’s Creek), Alastair Forbes (Join Canada, Eh!), Natalie Metcalfe (The Second City), Aurora Browne (Baroness Von Sketch Show), Jan Caruana (Because News), Sharjil Rasool (Run the Burbs), and Kris Siddiqi (The Boys). With technical wizardry by Seann Murray, this show is a comedic rollercoaster you won’t want to miss.
",NA,2025-10-26T19:30:00-04:00,2025-10-26T19:30:00-04:00,,,,Hookup Comedy Show,25.00,NA,NA,NA,NA,NA,NA,NA,NA,2025-09-14T19:30:00-04:00,Approved,,NA,NA,,https://www.secondcity.com/shows/toronto/hookup-tor,NA,No,No,6ea2362b-da45-4d10-8c53-15b3d67a60ee,NA,NA,NA,,Yes,"Forget awkward dating apps and overpriced dinners, this show is the ultimate antidote to the dating blues. We're back wi",Hookup Comedy Show,855226a3-3c8a-4829-b255-d5069d1056da,NA,NA,NA,https://www.secondcity.com/shows/toronto/hookup-tor,NA
2025-07-31T15:36:37.598-04:00,2025-07-31T15:36:37.598-04:00,c3api_config,,Yes,2025-10-15T00:00:00-04:00,2025-10-15,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"Returning for its eleventh annual season, featuring more than 30 Canadian and international artists.

Under the new leadership of Festival Director Lily Sutherland and Artistic Director Robert Binet, the festival showcases three mixed Signature Programmes: AFROFUSION, HOMEGROWN, and KATHAK and BALLET. 

Festival highlights include performances from The Royal Ballet, Kathak sensations Tanveer Alam and Barkha Patel, and a world premiere from Artist-in-Residence Esie Mensah, among other local and international dance artists. 

New this year, Up Next at OCAD University spotlights groundbreaking artists in an audience directed experience, including timed entry and freedom to move throughout the space. Intimate Pairings offers the exhilaration of a front row seat in an easily enjoyable setting.",NA,2025-10-26T00:00:00-04:00,2025-10-26T00:00:00-04:00,,,,Fall for Dance North Festival ,25.00,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-15T00:00:00-04:00,Approved,,NA,NA,,ffdnorth.com,https://www.facebook.com/fallfordancenorth,No,No,b653b054-3e81-4493-9e0b-c655d06537af,ffdnorth,NA,NA,,Yes,"Returning for its eleventh annual season, featuring more than 30 Canadian and international artists.

Under the new lead",Fall for Dance North Festival ,fe06e4b4-ea98-4be2-8763-63f821d27449,NA,NA,NA,ffdnorth.com,NA
2025-07-31T15:36:37.952-04:00,2025-07-31T15:36:37.952-04:00,c3api_config,,Yes,2025-10-17T00:00:00-04:00,2025-10-17,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"Returning for its eleventh annual season, featuring more than 30 Canadian and international artists.

Under the new leadership of Festival Director Lily Sutherland and Artistic Director Robert Binet, the festival showcases three mixed Signature Programmes: AFROFUSION, HOMEGROWN, and KATHAK and BALLET. 

Festival highlights include performances from The Royal Ballet, Kathak sensations Tanveer Alam and Barkha Patel, and a world premiere from Artist-in-Residence Esie Mensah, among other local and international dance artists. 

New this year, Up Next at OCAD University spotlights groundbreaking artists in an audience directed experience, including timed entry and freedom to move throughout the space. Intimate Pairings offers the exhilaration of a front row seat in an easily enjoyable setting.",NA,2025-10-26T00:00:00-04:00,2025-10-26T00:00:00-04:00,,,,Fall for Dance North Festival ,25.00,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-15T00:00:00-04:00,Approved,,NA,NA,,ffdnorth.com,https://www.facebook.com/fallfordancenorth,No,No,51ff1343-a103-4bc9-8731-2d3640b5f49c,ffdnorth,NA,NA,,Yes,"Returning for its eleventh annual season, featuring more than 30 Canadian and international artists.

Under the new lead",Fall for Dance North Festival ,fe06e4b4-ea98-4be2-8763-63f821d27449,NA,NA,NA,ffdnorth.com,NA
2025-07-31T15:36:38.086-04:00,2025-07-31T15:36:38.086-04:00,c3api_config,,Yes,2025-10-18T00:00:00-04:00,2025-10-18,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"Returning for its eleventh annual season, featuring more than 30 Canadian and international artists.

Under the new leadership of Festival Director Lily Sutherland and Artistic Director Robert Binet, the festival showcases three mixed Signature Programmes: AFROFUSION, HOMEGROWN, and KATHAK and BALLET. 

Festival highlights include performances from The Royal Ballet, Kathak sensations Tanveer Alam and Barkha Patel, and a world premiere from Artist-in-Residence Esie Mensah, among other local and international dance artists. 

New this year, Up Next at OCAD University spotlights groundbreaking artists in an audience directed experience, including timed entry and freedom to move throughout the space. Intimate Pairings offers the exhilaration of a front row seat in an easily enjoyable setting.",NA,2025-10-26T00:00:00-04:00,2025-10-26T00:00:00-04:00,,,,Fall for Dance North Festival ,25.00,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-15T00:00:00-04:00,Approved,,NA,NA,,ffdnorth.com,https://www.facebook.com/fallfordancenorth,No,No,8c8f186d-267a-4409-84ba-21d7f4df2d68,ffdnorth,NA,NA,,Yes,"Returning for its eleventh annual season, featuring more than 30 Canadian and international artists.

Under the new lead",Fall for Dance North Festival ,fe06e4b4-ea98-4be2-8763-63f821d27449,NA,NA,NA,ffdnorth.com,NA
2025-07-31T15:36:38.214-04:00,2025-07-31T15:36:38.214-04:00,c3api_config,,Yes,2025-10-19T00:00:00-04:00,2025-10-19,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"Returning for its eleventh annual season, featuring more than 30 Canadian and international artists.

Under the new leadership of Festival Director Lily Sutherland and Artistic Director Robert Binet, the festival showcases three mixed Signature Programmes: AFROFUSION, HOMEGROWN, and KATHAK and BALLET. 

Festival highlights include performances from The Royal Ballet, Kathak sensations Tanveer Alam and Barkha Patel, and a world premiere from Artist-in-Residence Esie Mensah, among other local and international dance artists. 

New this year, Up Next at OCAD University spotlights groundbreaking artists in an audience directed experience, including timed entry and freedom to move throughout the space. Intimate Pairings offers the exhilaration of a front row seat in an easily enjoyable setting.",NA,2025-10-26T00:00:00-04:00,2025-10-26T00:00:00-04:00,,,,Fall for Dance North Festival ,25.00,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-15T00:00:00-04:00,Approved,,NA,NA,,ffdnorth.com,https://www.facebook.com/fallfordancenorth,No,No,2f7a145c-b949-492c-8694-10a5cbd81a48,ffdnorth,NA,NA,,Yes,"Returning for its eleventh annual season, featuring more than 30 Canadian and international artists.

Under the new lead",Fall for Dance North Festival ,fe06e4b4-ea98-4be2-8763-63f821d27449,NA,NA,NA,ffdnorth.com,NA
2025-07-31T15:36:38.365-04:00,2025-07-31T15:36:38.365-04:00,c3api_config,,Yes,2025-10-20T00:00:00-04:00,2025-10-20,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"Returning for its eleventh annual season, featuring more than 30 Canadian and international artists.

Under the new leadership of Festival Director Lily Sutherland and Artistic Director Robert Binet, the festival showcases three mixed Signature Programmes: AFROFUSION, HOMEGROWN, and KATHAK and BALLET. 

Festival highlights include performances from The Royal Ballet, Kathak sensations Tanveer Alam and Barkha Patel, and a world premiere from Artist-in-Residence Esie Mensah, among other local and international dance artists. 

New this year, Up Next at OCAD University spotlights groundbreaking artists in an audience directed experience, including timed entry and freedom to move throughout the space. Intimate Pairings offers the exhilaration of a front row seat in an easily enjoyable setting.",NA,2025-10-26T00:00:00-04:00,2025-10-26T00:00:00-04:00,,,,Fall for Dance North Festival ,25.00,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-15T00:00:00-04:00,Approved,,NA,NA,,ffdnorth.com,https://www.facebook.com/fallfordancenorth,No,No,527c03b2-a5a0-445d-83b0-bbb075d2c547,ffdnorth,NA,NA,,Yes,"Returning for its eleventh annual season, featuring more than 30 Canadian and international artists.

Under the new lead",Fall for Dance North Festival ,fe06e4b4-ea98-4be2-8763-63f821d27449,NA,NA,NA,ffdnorth.com,NA
2025-07-31T15:36:38.801-04:00,2025-07-31T15:36:38.801-04:00,c3api_config,,Yes,2025-10-23T00:00:00-04:00,2025-10-23,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,NA,,,"Returning for its eleventh annual season, featuring more than 30 Canadian and international artists.

Under the new leadership of Festival Director Lily Sutherland and Artistic Director Robert Binet, the festival showcases three mixed Signature Programmes: AFROFUSION, HOMEGROWN, and KATHAK and BALLET. 

Festival highlights include performances from The Royal Ballet, Kathak sensations Tanveer Alam and Barkha Patel, and a world premiere from Artist-in-Residence Esie Mensah, among other local and international dance artists. 

New this year, Up Next at OCAD University spotlights groundbreaking artists in an audience directed experience, including timed entry and freedom to move throughout the space. Intimate Pairings offers the exhilaration of a front row seat in an easily enjoyable setting.",NA,2025-10-26T00:00:00-04:00,2025-10-26T00:00:00-04:00,,,,Fall for Dance North Festival ,25.00,NA,NA,NA,NA,NA,NA,NA,NA,2025-10-15T00:00:00-04:00,Approved,,NA,NA,,ffdnorth.com,https://www.facebook.com/fallfordancenorth,No,No,ca1ff57b-b583-455c-b324-8acfc9bbeb51,ffdnorth,NA,NA,,Yes,"Returning for its eleventh annual season, featuring more than 30 Canadian and international artists.

Under the new lead",Fall for Dance North Festival ,fe06e4b4-ea98-4be2-8763-63f821d27449,NA,NA,NA,ffdnorth.com,NA
2025-06-10T21:15:18.176-04:00,2025-06-10T21:15:18.176-04:00,c3api_config,,No,2025-10-04T14:00:00-04:00,2025-10-04,a4f795ff-e94f-46bd-a1c3-c94ec1549567,Day Event,Plus HST,,,"Unlock the secrets to making these delightful French pastries. 

In this class you will learn how to prepare choux pastry and identify the key steps in perfecting your mixture, the technique used to perfectly pipe profiteroles, éclairs, and a demonstration of the Paris Brest. You will be shown the ideal baking technique to ensure your choux has the best texture, how to prepare the perfect pastry cream, how to fill your choux pastry, and the secret to preparing a glossy chocolate ganache.",classroom@ledolci.com,2025-12-27T14:00:00-05:00,2025-12-27T16:00:00-05:00,,,,"Eclairs, Choux Pastry and Cream Puff Masterclass",139.00,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-06T10:00:00-04:00,Approved,,647-697-8568,NA,,https://www.ledolci.com/products/cream-puff-masterclass?start=2025-07-01T00:00&select=2025-07-06T10:00,NA,No,No,79291e46-d60c-4229-a9be-b8bb5231e04c,NA,NA,NA,,Yes,"Unlock the secrets to making these delightful French pastries. 

In this class you will learn how to prepare choux pastr","Eclairs, Choux Pastry and Cream Puff Masterclass",096f19b7-9884-417d-b309-5a8e83d7dacb,classroom@ledolci.com,647-697-8568,NA,https://www.ledolci.com/collections/pastry-sweets/products/cream-puff-masterclass,NA
